adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/7rhHPCJdWmjB9QsCM5E3W1d5NA1.jpg,"[18, 53]",477205,en,The Reunion,"Three best friends in high school reunite ten years later for a weekend getaway/private reunion. During their weekend getaway, something from their high school years comes back to haunt them. Something that they must deal with in order to move forward with their lives.",6.7548,/eJG3gCOq3pKFqFDlEw1EzusRXID.jpg,2017-09-22,The Reunion,False,6.8,4
False,/hSiKjVcXnUVfVQFC3Sq7KDFilJa.jpg,"[18, 36]",171160,tr,Kelebeğin Rüyası,"In a small Turkish town, two young tuberculous poets try to survive while publishing their poems. As they both fall in love, their life would never be the same.",6.7548,/y3tvOh6QmyQDSth9EKKNzpdaZ0y.jpg,2013-02-22,The Butterfly's Dream,False,7.217,150
False,,[18],262408,ta,வஞ்சிக்கோட்டை வாலிபன்,"Vanjikkottai Valiban is a 1958 Indian Tamil-language romance film written by Gemini Studios story department consisting of K. J. Mahadevan, C. Srinivasan and Kothamangalam Subbu while the film was directed and produced by S. S. Vasan. It stars Gemini Ganesan and Vyjayanthimala in lead with Padmini, P.S. Veerappa, T. K. Shanmugam, Pasupuleti Kannamba, Vijayakumari, K. A. Thangavelu and M. S. Sundari Bai as the ensemble cast of the film.",6.7546,/ptThsgZ1CXbKNfE7g43IMoY8mZU.jpg,1958-04-11,Vanjikottai Valiban,False,6.0,1
False,/nJ3fpugCXF3AgUUVDUCLfHceuTq.jpg,"[27, 878, 53]",18442,en,Decoys,"Luke and Roger are just another couple of college guys trying to lose their virginity. But when Luke sees something unusual, he begins to suspect that the girls on campus aren't exactly...human.",6.7546,/nieqSpywIW3J25cFC8mEUXF2FTk.jpg,2004-02-27,Decoys,False,4.857,119
False,,"[28, 12]",354951,en,Flyers,"Flyers features the exploits of fictional pilot Kyle Murphy, a World War II veteran who turns his love of flying into an impassioned career - as an aircraft restorer and stunt pilot for the movies. Climb into the cockpit with him and experience the split-second timing of an emergency landing on an aircraft carrier deck",6.7545,/nlPjJKV4xHco94ZgeYcVO2FY853.jpg,1983-01-01,Flyers,False,0.0,0
False,/aSNj2omRTxWtLtc9C588hvgD1JP.jpg,"[18, 10751]",259796,en,Gang Boy,Danny ponders a way for rival gangs to avoid violence at an upcoming dance.,6.7542,/aPk4zR92P1gE1xlMK0HZ3ece4P8.jpg,1954-01-01,Gang Boy,False,6.0,2
False,/bTUBuFR25xvTiFel7q6pq0ejacY.jpg,[18],30970,fr,Code inconnu,"A series of events unfold like a chain reaction, all stemming from a minor event that brings the film's five characters together. Set in Paris, France, Anne is an actress whose boyfriend Georges photographs the war in Kosovo. Georges' brother, Jean, is looking for the entry code to Georges' apartment. These characters' lives interconnect with a Romanian immigrant and a deaf teacher.",6.7539,/kJJx2FNmiaep8WT21uMPY9qPzxL.jpg,2000-11-15,Code Unknown,False,6.728,272
False,/q7GiHJEA1JSyaTfvFb19c60M7EP.jpg,"[18, 36]",412150,pl,Zaćma,"A little known episode from the life of Stalinist security police office Julia Brystiger. Her nickname Bloody Luna was a reference  to her incredibly brutal methods of interrogation. In the early 1960s, she appears in a centre for the blind on the outskirts of  Warsaw, a place often visited by Cardinal Wyszyński, whose imprisonment in 1953-1956 Brystiger supervised personally. During a difficult and heated discussion with the cardinal, Brystiger denounces the communist ideology and begs for forgiveness for her crimes and for guidance in her search for God.",6.7538,/mJuPrTDrhJld9HdS91tEuiBwL0o.jpg,2016-11-25,Blindness,False,6.344,16
False,/dN1XBY4kYK8Ig9oLwTNyT3qQKx5.jpg,[18],1419570,en,Penance,"When he first met her, he never imagined he'd one day be defending himself against sexual allegations. Is this the shadow of his past or a tragic mistake his alibi can't undo?",6.7537,/pw8rCk0YwSrBRgyC7Tw6r5vrJII.jpg,2025-01-06,Penance,False,1.0,1
False,,[28],793079,tl,Waray,"Waray is a group of young men from the south of Manila. They come to the city in search of better life. Being daring and defiant, the Waray often rob to help the poor. They are the modern-day Robin Hood. One day, the kidnap of the daughter of a powerful politician with private army, has also brought with them one of the greatest challenge.",6.7537,/u2hrU6zYoH1AAoMejVjctHyqEXX.jpg,2000-06-21,Waray,False,0.0,0
False,/evq83PXQacRcqu2Kbilrii0hdbe.jpg,[],659861,en,Date Night,Date Night starts off with a romantic night out between Lota and Femi. All appears well between them for a minute. Then sets in the witty dialogue of gods and myths which gives us a sense of something being off.,6.7536,/AkA13G0qp0XbqJImfXe8mJfPvj1.jpg,2018-09-04,Date Night,False,7.0,1
False,,"[36, 18, 10770]",279006,en,Kent State,"Dramatization of the four days of events leading up to the historic tragedy at Kent State University in May 1970, during the confrontation between National Guardsmen and students staging antiwar demonstrations.",6.7536,/7dIby0XZFeKI6cv3xJNKxnv6MHC.jpg,1981-02-08,Kent State,False,6.0,2
False,/3c3xgEUqsIwWdWeFOkB8gL4K1ib.jpg,[35],518302,kn,ಚಮಕ್,"Kush, a gynaecologist and a playboy refuses his family's wishes to marry because his freedom will be curtailed if he marries. He later marries Khushi, an innocent girl while acting as if he is also an innocent guy in front of her family.",6.7535,/zphqHa8sTKAQ4VNXHPQBN5AoRun.jpg,2017-12-29,Chamak,False,6.278,9
False,/jrsB8tChsAFTQilhsS8fxNTuear.jpg,[18],520318,en,Fatima,"In 1917, outside the parish of Fátima, Portugal, a 10-year-old girl and her two younger cousins witness multiple visitations of the Virgin Mary, who tells them that only prayer and suffering will bring an end to World War I.  As secularist government officials and Church leaders try to force the children to recant their story, word of the sighting spreads across the country, inspiring religious pilgrims to flock to the site in hopes of witnessing a miracle..",6.7534,/lfA46pZbk4kxIaQvHyBPq0KH84Q.jpg,2020-08-13,Fatima,False,7.2,192
False,/kbqGHMWTPRhSPewVsj5ORS9UkwO.jpg,"[9648, 27]",137663,en,Bikini Island,"""Swimwear Illustrated"" is approaching its fifteenth anniversary issue. From a group of eager and beautiful young women, five are chosen for a photo shoot on an island off the California coast. One of the five will be the cover girl, and she'll get an extra $100,000. On the island, the group stays at an isolated inn, staffed by the odd Frab. There's him, the five models, and four magazine staff: photographer, make-up man, ambitious assistant Anesa, and Jack Denton, the playboy in charge of production. One by one, models and staff disappear.",6.7534,/v6gPW0B1T23pnrQqw7D1cA771eO.jpg,1991-07-26,Bikini Island,False,2.9,12
False,,[18],972476,nl,Hartverscheurend,"In 1990s Amsterdam, Loe and Bob are in a relationship, but wanting different things. Loe is a singer who likes to party and who is also engaged in migrant support. Bob is a lawyer focused on his career. As the film progresses, the tensions in the relationship become exposed.",6.7533,/uYp4PAGl9nZsAeM6QOLB9p7lpvH.jpg,1993-11-11,Love Hurts,False,0.0,0
False,/y2Jgk9ErnmxV2suTmB1rMe186xd.jpg,"[18, 10402]",198691,de,Blackout Journey,"Musician Mio from Berlin is astonished when he learns that he is entitled to a handsome sum in compensation for the death of his parents in a terrorist attack several years earlier. All he needs is the signature of his brother Valentin, who lives in Austria, and then the money can start to pour in. However, the project turns out to be more difficult than expected, because as a mountain farmer on the alpine pasture, the brother lives in a world of his own.",6.7533,/rgZHnWHVjhRlZEuffTYeIS4xEdn.jpg,2004-11-10,Blackout Journey,False,3.833,3
False,,[18],1406082,en,Henry V,"Henry, tracing his descent from Edward III, has claimed the French crown. Assured by the Archbishop of Canterbury that right is on his side, and needled by the Dauphin’s insolence, he prepares for war.",6.753,/ysiUvmmqQBso384RuyOtwDpccNw.jpg,1967-01-29,Henry V,False,0.0,0
False,,[35],389517,en,reConception,A hell-bent bunch of boys break into an abandoned cargo trailer. Their conquest is interrupted by the owner of the vehicle's unexpected return.,6.7527,,2014-09-06,reConception,False,0.0,0
False,/cbf0V2LNBqjssCJEUgZQW8zOrqa.jpg,[27],123324,en,Strays,A young married couple and their daughter are terrorized by a pride of ferocious feral felines.,6.7525,/c15Se3INJVYhBswkQ8UQOhXovz.jpg,1991-12-18,Strays,False,6.657,54
False,/1n00NlOGRFZVs8coBxyZLm5l4EC.jpg,"[28, 12, 878]",335988,en,Transformers: The Last Knight,"Humans and Transformers are at war. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. Saving our world falls upon the shoulders of an unlikely alliance: Cade Yeager; Bumblebee; an English Lord; and an Oxford Professor.",6.7521,/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,2017-06-16,Transformers: The Last Knight,False,6.053,6593
False,/wtwE7rNLVVpo2QHCHdv0ILVnYFg.jpg,"[28, 80, 18]",22600,en,Jerusalema,"This South African movie tracks the rise of a once-petty criminal to the heights of the criminal underworld. After cutting his teeth on hijacking, before moving onto bigger game, an ambitious man hits a setback when most of his gang are shot.",6.7521,/fVmlqgIyHjEsONDcaFiP8jBdqvU.jpg,2008-02-11,Gangster's Paradise: Jerusalema,False,6.7,61
False,,[99],1368211,en,Playing POTUS,"Explores the uniquely American tradition of presidential parody, a bold art form that has transformed our perceptions of real-world presidents and politicians for the past 60 years. These iconic impressions have an outsized and lasting impact on American politics that has gone completely unexamined... until now.",6.7515,,,Playing POTUS,False,0.0,0
False,/5OsBNjBJyzIKiI78yNaQZEOjphr.jpg,"[35, 18]",471706,sv,Tårtgeneralen,"Set in 1984, Hans Pettersson (Hasse P.) decides to create the largest sandwich cake ever made in order to put his home town, Köping, on the map.",6.7515,/4gByqiKKoJ7rI9GI4ndZVJOQtt7.jpg,2018-03-07,The Cake General,False,6.033,45
False,,[18],396614,en,Rebellious,"Late stuntman Bernhard Pock wrote, directed, and starred in this gritty modern-day fairy tale about a biker poet on a journey of self-discovery. Pock is Jeremy, a lone wolf who takes on a traveling companion when he happens on a young kidnapped girl. Together the duo crosses the country, meeting an oddball menagerie of characters along the way.",6.7512,,1995-01-01,Rebellious,False,8.0,2
False,,[18],461994,en,The Money,"A prominent businessman's children become the target of a young, unemployed man, who sees them as his ticket to wealth.",6.751,/r1vLYU8iQ4u8RfZt9bzhmCITBCd.jpg,1976-05-31,The Money,False,5.4,5
False,,[18],1242876,en,500 Miles,A broken family is forced to come together when 16 year old Finn and his livewire younger brother Charlie run away from trouble at home in England to reach their estranged grandfather on Ireland’s stunning and wild west coast.,6.7499,,,500 Miles,False,0.0,0
False,,[35],935560,sk,Jubileum,,6.7498,,1971-09-14,Jubileum,False,0.0,0
False,/bwkwZtyCMlRjFvRL4FQj084ZmGe.jpg,"[10402, 9648]",746112,en,Clandestine,"A short film released alongside AFI's 2003 album Sing The Sorrow. The four members of AFI search to obtain a mysterious box that bears a resemblance to the album's artwork. There are two separate soundtracks for the film, one composed by AFI guitarist Jade Puget, and one composed by AFI bassist Hunter Burgan.",6.7498,/3sEo37XIzdYY6tJ52cZ1oO6voH9.jpg,2003-03-11,Clandestine,False,0.0,0
False,,[99],145859,de,Röntgenstrahlen,"This short documentary presents an early scientific visualization of X-ray technology, documenting the discovery of Röntgen rays and their application in medical diagnostics. Through staged demonstrations and instructional imagery, the film illustrates the principles of radiographic imaging and its emerging role in modern medicine.",6.4827,,1937-11-04,X-rays,False,6.0,5
False,/2EEc1R6K0n5URwji5gsXZPZVwVY.jpg,"[80, 18, 10770]",761190,fr,Hortense,An apparently well-rounded woman hides a secret wound: her daughter Hortense was taken from her as she was only 3.,7.7996,/rgWW26Ni3tnM9okLZ3k7qcVFrRk.jpg,2020-12-14,Hortense,False,6.1,8
False,/qavi3nF6lhpijjwIV71s57H8jhg.jpg,[18],605941,fa,بی حسی موضعی,"Jalal, a dropouts philosophy student, realizes that her sister Mary, who has a Bipolar disease, is married to a bourgeois man named Shahrokh who is addicted to football betting. He left the house angrily, and goes to his friend's house, Bahman, who is an underground composer. He meets a strange taxi driver named Nasser on his way. They spent a strange night together.",4.694,/beVZwgDOhSncCbAQehWrUD78l1n.jpg,2019-04-19,Numbness,False,7.0,2
False,/igpUTEhu5zEtGt19iPuDgfuxoyL.jpg,"[18, 10749, 35]",17130,en,Crossroads,"After eight years apart, three childhood friends - Lucy, Kit, and Mimi - rediscover their friendship on a cross-country trip. With barely a plan, practically no money but plenty of dreams, the girls catch a lift with Mimi's handsome friend Ben in his convertible. Along the way they not only gather experiences that will change their lives, but they also discover how important it is to hold onto their hearts' desires.",6.8821,/prdFY9Bc28frBhhWl7mPSr7JmFp.jpg,2002-02-15,Crossroads,False,5.2,668
False,,"[35, 28]",729061,en,Vanity Project,The hero of a terrible action film realizes he's fictional and tries to escape with the help of a mysterious filmmaker.,7.2335,/rJaJolTR3am0pBJJywQtg1jyPfc.jpg,2020-07-31,Vanity Project,False,1.0,2
False,/lyRLWZLvXRrS6CUZ9YPwifuQ0JU.jpg,"[37, 12, 10752]",61391,en,Distant Drums,"After destroying a Seminole fort, American soldiers and their rescued companions must face the dangerous Everglades and hostile Indians in order to reach safety",6.8813,/i47dolQL1igTPUQ7jvCzyiBENDQ.jpg,1951-12-25,Distant Drums,False,6.209,79
False,,"[18, 28]",179165,fr,Warriors,A government-trained killing machine must turn his lethal skills against his top-secret squad's AWOL leader,6.1605,/gdoeu0sWbeF8DISlPHOTIbvlBOQ.jpg,1994-09-21,Warriors,False,4.6,13
False,,"[37, 18]",1503848,en,Cowboy,Follows a traveling rodeo and the group of entertainers within as they deal with the harsh realities of their chosen careers.,6.8811,,,Cowboy,False,0.0,0
False,/A2Q9y7h1a7xXg4ODshM0PEamQQL.jpg,"[18, 10402]",929369,en,Jamojaya,"A rapper with a rising career hires a US manager and label, taking over from his father who has steered it to date.",4.7137,/8YXx2fhpJanPAeddICRsW1bjkCQ.jpg,2023-01-22,Jamojaya,False,0.0,0
False,/atfbT8lounZQMLzI95swbS9AyOo.jpg,[],1203278,en,Kamikaze Love Volume 5 - Unexpected Pleasure,"Immerse yourself in the rollercoaster drama of part five of SexArt’s erotic classic ""Kamikaze Love,"" directed by Hollywood legend Zalman King. An impressive cast including top stars Elle Alexandra and Malena Morgan makes this dark tale of destructive passion compelling – and highly arousing. It’s the perfect meeting of glamour, intrigue and sex; once seen, never forgotten.",8.1069,/dsFgXY9leV1jOs1FVdVjDXA1m76.jpg,2021-09-17,Kamikaze Love Volume 5 - Unexpected Pleasure,False,0.0,0
False,,"[878, 53]",355358,eu,40 ezetz,"In the course of an ox competition, a whole town loses a lot of money by betting on the favourite couple of oxen.",7.286,/zI3GACz2andjbQhpD0UjTXJCZLc.jpg,1999-08-19,40 ezetz,False,5.0,1
False,,[27],121175,en,Before Dawn,An estranged couple's vacation to save their troubled relationship goes awry when they find themselves under attack from the walking dead,5.9174,/eMW8ly0891YgAqVvQwl724ILkZi.jpg,2013-02-22,Before Dawn,False,4.472,18
False,,[18],1055616,kn,Lee,A cute love story which encounters obstacles that challenges their love.,6.8807,/ylcRTjJKRJLULb7DzhP7Xzh0OSQ.jpg,2017-01-13,Lee,False,0.0,0
False,/iBsvTINEs3trKH73p4Ogbwm9xQ5.jpg,"[18, 10770]",2141,en,James Dean,"The man behind the legend and a knowing look at 1950s Hollywood are revealed in this dynamic biopic of the meteoric star whose troubled life echoed his gut-grabbing performances in East of Eden, Rebel Without a Cause and Giant.",6.8806,/6dZt1YCJoEUjFRZUUhjEZclkDSZ.jpg,2001-08-04,James Dean,False,6.7,112
False,,[],958866,ml,Chance,,6.7181,,,Chance,False,0.0,0
False,/rnuraNgw9zOlqdDkl8y6lNE2RJb.jpg,"[80, 53, 18, 10752]",67,en,Paradise Now,Two childhood friends are recruited for a suicide bombing in Tel Aviv.,6.8805,/qWZkYa8VdcDZk8uzRB2PfhpM9IL.jpg,2005-09-07,Paradise Now,False,6.883,278
False,,"[10749, 53]",974371,en,Double-Cross,Effie Howard a streetwise programmer's life is dramatically turned upside down when her fiancé is convicted and sentenced for a bank robbery he did not commit,5.8685,/lTFIEhggBnGgb8rQkjXkvTNxACm.jpg,2014-10-31,Double-Cross,False,0.0,0
False,/d7bB1mQZykBpJ98s8dCFAylHf6u.jpg,"[18, 35]",183386,en,Terminal USA,"In a Japanese-American family, the mother is stealing the terminally ill grandpa's morphine,  the airhead sister is having sex with the family lawyer, one brother gets perfect grades but is hiding a secret gay love of skinheads, and the other brother is a junkie. Over the course of one evening, the family falls apart due to their bizarre behaviour.",7.2581,/sgiqckYBxuM4fOQQwZy4nKMnTum.jpg,1993-09-17,Terminal USA,False,5.5,11
False,/4qmwiqOEsbhFjSGDNMEuG3S4Yc0.jpg,"[53, 18, 9648, 27]",1241554,en,Dirty Boy,"Raised in an oppressive cult, a reclusive schizophrenic discovers that he's being framed by cult leaders for a series of ritualistic murders and must prove his innocence by saving their next victim and exposing the evil sect.",6.947,/z4Jrhe5O9h2Ts0NgAPVsNGNrjAX.jpg,2025-09-10,Dirty Boy,False,0.0,0
False,/oSkggQhlxug6z2YASE1Zdw1Tuwe.jpg,[37],393305,en,Outlaw Country,"Lash goes south of the border looking for a counterfeiter, a kidnapped engraver and his daughter, and the mysterious Frontier Phantom, while Fuzzy St. John studies hypnotism.",4.4125,/o9yOiUGYUBoRSbnLcXkem8KzVYp.jpg,1949-01-07,Outlaw Country,False,3.7,3
False,,[27],1221296,en,Kinked,"Having recently lost a close friend, a young woman explores her sexuality as a way of processing trauma, as well as joy. However, disrupting this life is a ghost haunting her home. In an obsessive pursuit to uncover the truth, Becca discovers something far stranger than she could have imagined.",6.7458,/jo62tkTqidrWFRHixlapZO8vyKB.jpg,2023-03-11,Kinked,False,0.0,0
False,/vcrwsAYYYmVLX0c7iFqlV1pZRdT.jpg,"[10749, 18]",1144443,es,Sigue mi voz,"After a health crisis that keeps her home, Klara does nothing but listen to her favorite radio show, Follow My Voice. But one day she wonders: is it possible to fall in love with someone she has only heard on the radio but never met? Could she really have feelings for Kang, the radio show host whose voice she has only heard once, and will she overcome her fears to step out into the world again?",6.7456,/kBd17L811S97JESH9ma1pPMO0o0.jpg,2025-09-12,Follow My Voice,False,7.365,52
False,/fBbZyWl2JQSmzMgSeTKOIb5BmtZ.jpg,"[18, 14, 10770]",81218,pl,Diabelska edukacja,"In a rural Catholic village, young Gosia tends cattle and lives an innocent, sheltered life. One summer day, while bathing in the river, she is unknowingly observed by a mysterious painter. When he later reveals his portrait of her, Gosia’s initial shame gives way to curiosity, drawing her into an awakening of desire and a confrontation with temptation.",6.7452,/gPDu4IFuWZj2de2EJiFvk7np5PZ.jpg,1995-01-11,Devilish Education,False,6.2,20
False,/mPpEL0P0JSw8AdjB2fx4NzIUIFZ.jpg,"[35, 10749]",11700,sv,Sommarnattens leende,"Early in the 20th century, middle-aged lawyer Fredrik Egerman and his young wife, Anne, have still not consummated their marriage, while Fredrik's son finds himself increasingly attracted to his new stepmother. To make matters worse, Fredrik's old flame Desiree makes a public bet that she can seduce him at a romantic weekend retreat where four couples convene, swapping partners and pairing off in unexpected ways.",6.7452,/wKeV8lKz8k9DDBCw6MJ9MkhvhqF.jpg,1955-12-26,Smiles of a Summer Night,False,7.417,264
False,,[],465320,ko,소월길,"Jumsoon (52) works two jobs in order to live with her recently discharged son, Yonggoon (24).  She works at a restaurant during the day and sells her body on Sowol Road during the night.  One night on Sowol Road, Jumsoon saves another sex worker from an assault and learns that she is a transgender woman that wants to have a sex reassignment surgery.",6.7451,/iOnfm8C6MDqlikAaVlUhLIaJj6K.jpg,2017-07-14,Sowol Road,False,6.0,2
False,/x4x42AbArvItQusMifH3R97j7oN.jpg,"[18, 53]",11705,en,Red Road,"Jackie is a CCTV operator. One day, a man shows his face on her monitor, a man she hoped never to see again. Now she has no choice and is compelled to confront him.",6.7447,/cxS2bylNtyGevLcFHowIHvGkQGv.jpg,2006-10-27,Red Road,False,6.471,210
False,,[35],658913,fi,Kunnioittaen,"Elmeri Vara from the General Stabilization Party, Selma Vuorinen from the Free Enlightenment Party, and Irja Solanen from the Independent Women's Party are competing for seats in parliament. When young Pertti and his classmates start a campaign with caricatures against Vara and Vuorinen, whom they consider unfit, Principal Reino has to decide whether to support the parliamentary candidates or his students, and how he feels about the candidacy of his beloved Irja.",6.7445,/igbgYBbbQ4QUgvumi1J2Zr83vf2.jpg,1954-01-15,Kunnioittaen,False,0.0,0
False,,"[28, 18]",492721,da,Gælden,"At last, Michael is getting his life back on track when his elder brother Johnny shows up unexpectedly. Johnny owes money to some people who resort to extreme measures whenever a debt is to be collected. Michael does not wish to participate in any of this; however, when he can sense Johnnys desperation, he reluctantly agrees to help him. Nonetheless, you never acquire that amount of dough at such short notice without getting your hands dirty...",6.7445,/2sfbnTvxDbWPihe8Iz20CbiA2G9.jpg,2017-11-28,The Debt,False,10.0,3
False,/e9p3bKQUC9dmHTEx7WJwwJChUiX.jpg,[35],342399,fr,Discipline,"In a moment of anger in a grocery store in Lausanne, a father loses patience and disciplines his disobedient child. A shocked customer immediately intervenes to express her concern. Other customers join the conversation and the discussion soon turns into a debate that gradually gets out of hand.",6.7445,/f7lzr34UWUoOIfHZh4rKJw7Vl7j.jpg,2014-11-13,Discipline,False,6.8,11
False,/2LDY0auGo25vERpruG5PV9I1OMJ.jpg,"[35, 18, 10749]",2021,en,Jack & Sarah,"Jack always lands on his feet. He lands on his feet when he marries the beautiful Sarah. He lands on his feet when he buys a luxurious new home. However, when Sarah goes into labour, he takes a tumble down the stairs and lands on his head. When he comes around he discovers he is the proud father of a baby girl, but deficient in the spouse department to the tune of 1.",6.7433,/yWMj1KMfnixB35qa2IZKniHF4sn.jpg,1995-06-02,Jack & Sarah,False,6.718,55
False,/Atyme9IzJUh8oTllabRFMTUtaBi.jpg,[10749],901138,ta,காதலாகி,"Nandhini and Thyagu, two childhood friends from different castes, fall in love with each other. However, when Raja discovers their relationship and kills her, her friends set out to seek justice.",6.7432,/woGGouMcr1JO5TBHoqQjAC1zkaH.jpg,2010-05-28,Kadhalagi,False,0.0,0
False,,[18],323934,en,The Cure,Two brothers reconvene to challenge the fate of their comatose sibling - against each other.,6.7431,,2012-05-19,The Cure,False,0.0,0
False,/vqPZakttLz8kQMBiWa7yp93Kgbt.jpg,"[18, 10749]",361188,en,Secret Sinners,"A young, unmarried theatrical couple befriend an out-of-work housekeeper and introduce her to another new acquaintance, a man of means, unaware that he is married and going through a messy divorce.",6.743,/d70NV9UDAcUEIuKx8qEMKhzpkqt.jpg,1933-10-19,Secret Sinners,False,5.0,1
False,/ay8sUyl8BxPFcJljd58Ug2oqdgu.jpg,[27],133196,en,Famine,"Two years after a high-school prank involving flesh-eating acid nearly kills popular teacher Mr. Balszack, the graduating class of Sloppy Secondary holds a ’24-Hour Famine’ charity event on school grounds. But there’s an uninvited guest at this event, masquerading as the school’s handyman mascot, and he’s got an insatiable hunger of his own.",6.743,/i3bCQkBQDRLm8thog7l9x8OWr4I.jpg,2011-10-06,Famine,False,3.3,18
False,,"[27, 878]",599014,ru,Вернувшийся,,6.7427,,,Вернувшийся,False,0.0,0
False,/PrMb3oeEluauy0q9ZO5xL33A6C.jpg,"[878, 28, 53]",180,en,Minority Report,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",6.7427,/qtgFcnwh9dAFLocsDk2ySDVS8UF.jpg,2002-06-20,Minority Report,False,7.349,9375
False,/1orX4C6EIgR5aVXg2Y8ozMZXpuW.jpg,[35],1209391,it,Quando eravamo repressi,,6.7426,/kPK7q4MiIaO2ff1O7mQb7bTwKGT.jpg,1992-01-24,Quando eravamo repressi,False,0.0,0
False,/xBbxYF0fhf7Q7Un5mBGxhfhTJZ8.jpg,"[80, 53]",281161,en,Stiletto,"A rich, jet-setting playboy has a secret life: he's also a professional Mafia hitman. When he decides it's time to retire from that life, he finds that his former employers don't like the idea that someone who knows so much about them won't be under their control anymore, and decide to send their own hitmen to eliminate him.",6.7425,/tkz1MV5fEfeBOeUv1Zyl8iG4qu8.jpg,1969-07-30,Stiletto,False,5.0,5
False,,"[16, 35]",510405,sv,Fettknölen,"A short film about Ingmar Bergman's power, sexuality and facial lipoma that gives him no rest.",6.7422,/2R8p3kSu3TYikjjYvTVIGLL91Zj.jpg,2018-01-19,Vox Lipoma,False,4.5,4
False,/mBfONDc9wHx1lx9CTpXE1Z8AqsM.jpg,"[10402, 35, 10749]",260531,en,Cuban Pete,"Unable to complete the deal by telephone, advertising executive Roberts sends his assistant Ann to Cuba to lure a Cuban band, led by Desi Arnaz, on to an American radio program. Attracted to Ann, Arnaz and his band come to New York but complications arise when the squeaky-voiced, addle-brained sponsor of the program decides she wants to be the vocalist on the program.",6.7422,/rQQhmNiEVYbcr03dCBwlw2vimQE.jpg,1946-06-26,Cuban Pete,False,5.0,1
False,/4er0hSdpBDnmWRuNjRClvN6uC51.jpg,"[18, 10749]",1421638,id,Love Therapy,"Martin and Dara have lost intimacy after 17 years of marriage. In confusion, they decide to try sexual therapy, hoping to rekindle their connection. But instead of help, the clinic traps them-sending actors to lure them into hotel rooms. Martin and Dara are made drunk, caught ""cheating,"" and recorded-then blackmailed by the clinic.",6.7421,/dgMidlwO0IdblHyRpZvh2fXq5C5.jpg,2025-06-01,Love Therapy,False,6.0,2
False,,[],534453,de,Obst & Gemüse,"Mr. Nguyễn came to Germany from Vietnam with his family in the 1980s. After reunification, his wife returned and he stayed behind with his young son. Since then, he has run a fruit and vegetable store, where the somewhat gruff Harry now works as a temp.",6.7419,/hTsNKuzG6XjL3P4MPnc0e2hYROb.jpg,2017-07-16,Obst & Gemüse,False,10.0,1
False,/7gKpLioKidd4Nl5zZJMIeI1LIN.jpg,"[35, 18]",324259,nl,Prins,"A troubled teenager attempts to conquer the girl he's in love with, who seems out of reach. He's lured into criminal activities and becomes alienated from family and friends.",6.7419,/pAYHv33e8KmkAGzZ5dczlSL4zp9.jpg,2015-02-06,Prince,False,6.8,21
False,/b3buJ9Ei06snc1iTKVQJCtJ575s.jpg,"[9648, 18, 53, 10749]",521712,bn,Drishtikone,"When Mr. Mitra, a successful lawyer, crosses paths with Ms. Sen, a complex woman, it marks the beginning of a unique relationship. What starts off as a professional association between a lawyer and a client soon evolves into a great friendship, and over time, something even more meaningful blossoms between the two. An astute examination of the intricacies of a relationship, Drishtikone is the story of a romance unlike any other.",6.7418,/lBwwBqUK5cRaidGN7LtZHOJUC8S.jpg,2018-04-27,Drishtikone,False,5.0,2
False,/zQpmMt7wdQre1IT5DreQaK9rvDN.jpg,[35],43131,en,Speak Easily,A professor gets mixed up with chorus girls in a Broadway musical.,6.7418,/pWVjJr90gKkt50omskSlT3t0Emy.jpg,1932-08-13,Speak Easily,False,5.609,23
False,,[18],925697,nl,Payboy,"The undocumented refugee Sabr (35) works in the Dutch illegal male prostitution. Short, gritty drama about the tragic cycle of abuse, dominance and power. Following his feature debut Paradise Drifters, Mees Peijnenburg presents a short, gritty and significantly less hopeful portrait, in his by now idiosyncratic, poetic-realistic style. The 35-year-old undocumented refugee Saba is caught within illegal male prostitution. His date with a john turns out different than expected, when several men are present at the meeting address. Should he pass over the money and run the risk they will call the police? Sort drama about the tragic cycle of abuse, dominance and power.",6.7417,/a0jm3VrNi9kLpnBpYChm1T6GcOv.jpg,2021-09-25,Payboy,False,1.0,2
False,,[99],98383,es,Familystrip,"The Spain that fades. We assist to the painting of a family portrait that reveals a generation away: our elders. Two survivors of the civil war and postwar tell us about their most intimate secrets, which are none other than the commitment to life. Another view of our collective memory ...",6.7417,/yBZ7jMWcIc7JKKepwEuTam6iSWX.jpg,2009-07-09,Familystrip,False,0.0,0
False,/mVNnXW3Hb5fahJRM1yUrSGg7vqK.jpg,"[27, 53]",289712,en,Mockingbird,A couple are given a camera and a set of instructions which they must follow or else someone will die.,6.7416,/h7tzWmIOqMlXqakPV21DPCGSFKr.jpg,2014-10-07,Mockingbird,False,4.7,147
